first_name,last_name,employee_id,joining_date,designation,middle_name,email,phone,alternate_phone,date_of_birth,gender,blood_group,employment_type,department,address,city,state,postal_code,aadhar_number,pan_number,salary,bank_account_number,bank_name,bank_ifsc,emergency_contact_name,emergency_contact_phone,experience_years
Rakesh,Singh,EMP0193,02-07-2023,ACCOUNTANT,,rakesh.singh@school.edu,9000000192,,,M,,,Finance,,,,,,,,,,,,,
Ananya,Khan,EMP0194,08-08-2023,LIBRARIAN,,ananya.khan@school.edu,9000000193,,,F,,,Library,,,,,,,,,,,,,
Sanjay,Gupta,EMP0195,14-09-2023,ADMIN,,sanjay.gupta@school.edu,9000000194,,,M,,,Administration,,,,,,,,,,,,,
Nisha,Patel,EMP0196,21-10-2023,TEACHER,,nisha.patel@school.edu,9000000195,,,F,,,Computer,,,,,,,,,,,,,
Vikram,Rao,EMP0197,27-11-2023,HEAD_TEACHER,,vikram.rao@school.edu,9000000196,,,M,,,Mathematics,,,,,,,,,,,,,
Meera,Iyer,EMP0198,03-01-2024,ACCOUNTANT,,meera.iyer@school.edu,9000000197,,,F,,,Science,,,,,,,,,,,,,
Karan,Mehta,EMP0199,09-02-2024,LIBRARIAN,,karan.mehta@school.edu,9000000198,,,M,,,English,,,,,,,,,,,,,
Isha,Bose,EMP0200,17-03-2024,ADMIN,,isha.bose@school.edu,9000000199,,,F,,,Finance,,,,,,,,,,,,,
Amit,Sharma,EMP0201,23-04-2024,TEACHER,,amit.sharma@school.edu,9000000200,,,M,,,Library,,,,,,,,,,,,,
Priya,Verma,EMP0202,30-05-2024,HEAD_TEACHER,,priya.verma@school.edu,9000000201,,,F,,,Administration,,,,,,,,,,,,,
Rakesh,Singh,EMP0203,06-07-2024,ACCOUNTANT,,rakesh.singh@school.edu,9000000202,,,M,,,Computer,,,,,,,,,,,,,
Ananya,Khan,EMP0204,12-08-2024,LIBRARIAN,,ananya.khan@school.edu,9000000203,,,F,,,Mathematics,,,,,,,,,,,,,
Sanjay,Gupta,EMP0205,18-09-2024,ADMIN,,sanjay.gupta@school.edu,9000000204,,,M,,,Science,,,,,,,,,,,,,
Nisha,Patel,EMP0206,25-10-2024,TEACHER,,nisha.patel@school.edu,9000000205,,,F,,,English,,,,,,,,,,,,,
Vikram,Rao,EMP0207,01-12-2024,HEAD_TEACHER,,vikram.rao@school.edu,9000000206,,,M,,,Finance,,,,,,,,,,,,,
Meera,Iyer,EMP0208,07-01-2025,ACCOUNTANT,,meera.iyer@school.edu,9000000207,,,F,,,Library,,,,,,,,,,,,,
Karan,Mehta,EMP0209,13-02-2025,LIBRARIAN,,karan.mehta@school.edu,9000000208,,,M,,,Administration,,,,,,,,,,,,,
Isha,Bose,EMP0210,22-03-2025,ADMIN,,isha.bose@school.edu,9000000209,,,F,,,Computer,,,,,,,,,,,,,
Amit,Sharma,EMP0211,28-04-2025,TEACHER,,amit.sharma@school.edu,9000000210,,,M,,,Mathematics,,,,,,,,,,,,,
Priya,Verma,EMP0212,04-06-2025,HEAD_TEACHER,,priya.verma@school.edu,9000000211,,,F,,,Science,,,,,,,,,,,,,
Rakesh,Singh,EMP0213,11-07-2025,ACCOUNTANT,,rakesh.singh@school.edu,9000000212,,,M,,,English,,,,,,,,,,,,,
Ananya,Khan,EMP0214,17-08-2025,LIBRARIAN,,ananya.khan@school.edu,9000000213,,,F,,,Finance,,,,,,,,,,,,,
Sanjay,Gupta,EMP0215,23-09-2025,ADMIN,,sanjay.gupta@school.edu,9000000214,,,M,,,Library,,,,,,,,,,,,,
Nisha,Patel,EMP0216,30-10-2025,TEACHER,,nisha.patel@school.edu,9000000215,,,F,,,Administration,,,,,,,,,,,,,
Vikram,Rao,EMP0217,06-12-2025,HEAD_TEACHER,,vikram.rao@school.edu,9000000216,,,M,,,Computer,,,,,,,,,,,,,
Meera,Iyer,EMP0218,30-01-2015,ACCOUNTANT,,meera.iyer@school.edu,9000000217,,,F,,,Mathematics,,,,,,,,,,,,,
Karan,Mehta,EMP0219,08-03-2015,LIBRARIAN,,karan.mehta@school.edu,9000000218,,,M,,,Science,,,,,,,,,,,,,
Isha,Bose,EMP0220,14-04-2015,ADMIN,,isha.bose@school.edu,9000000219,,,F,,,English,,,,,,,,,,,,,
Amit,Sharma,EMP0221,21-05-2015,TEACHER,,amit.sharma@school.edu,9000000220,,,M,,,Finance,,,,,,,,,,,,,
Priya,Verma,EMP0222,27-06-2015,HEAD_TEACHER,,priya.verma@school.edu,9000000221,,,F,,,Library,,,,,,,,,,,,,
Rakesh,Singh,EMP0223,03-08-2015,ACCOUNTANT,,rakesh.singh@school.edu,9000000222,,,M,,,Administration,,,,,,,,,,,,,
Ananya,Khan,EMP0224,09-09-2015,LIBRARIAN,,ananya.khan@school.edu,9000000223,,,F,,,Computer,,,,,,,,,,,,,
Sanjay,Gupta,EMP0225,16-10-2015,ADMIN,,sanjay.gupta@school.edu,9000000224,,,M,,,Mathematics,,,,,,,,,,,,,
Nisha,Patel,EMP0226,22-11-2015,TEACHER,,nisha.patel@school.edu,9000000225,,,F,,,Science,,,,,,,,,,,,,
Vikram,Rao,EMP0227,29-12-2015,HEAD_TEACHER,,vikram.rao@school.edu,9000000226,,,M,,,English,,,,,,,,,,,,,
Meera,Iyer,EMP0228,04-02-2016,ACCOUNTANT,,meera.iyer@school.edu,9000000227,,,F,,,Finance,,,,,,,,,,,,,
Karan,Mehta,EMP0229,12-03-2016,LIBRARIAN,,karan.mehta@school.edu,9000000228,,,M,,,Library,,,,,,,,,,,,,
Isha,Bose,EMP0230,18-04-2016,ADMIN,,isha.bose@school.edu,9000000229,,,F,,,Administration,,,,,,,,,,,,,
Amit,Sharma,EMP0231,25-05-2016,TEACHER,,amit.sharma@school.edu,9000000230,,,M,,,Computer,,,,,,,,,,,,,
Priya,Verma,EMP0232,01-07-2016,HEAD_TEACHER,,priya.verma@school.edu,9000000231,,,F,,,Mathematics,,,,,,,,,,,,,
Rakesh,Singh,EMP0233,07-08-2016,ACCOUNTANT,,rakesh.singh@school.edu,9000000232,,,M,,,Science,,,,,,,,,,,,,
Ananya,Khan,EMP0234,13-09-2016,LIBRARIAN,,ananya.khan@school.edu,9000000233,,,F,,,English,,,,,,,,,,,,,
Sanjay,Gupta,EMP0235,20-10-2016,ADMIN,,sanjay.gupta@school.edu,9000000234,,,M,,,Finance,,,,,,,,,,,,,
Nisha,Patel,EMP0236,26-11-2016,TEACHER,,nisha.patel@school.edu,9000000235,,,F,,,Library,,,,,,,,,,,,,
Vikram,Rao,EMP0237,02-01-2017,HEAD_TEACHER,,vikram.rao@school.edu,9000000236,,,M,,,Administration,,,,,,,,,,,,,
Meera,Iyer,EMP0238,08-02-2017,ACCOUNTANT,,meera.iyer@school.edu,9000000237,,,F,,,Computer,,,,,,,,,,,,,
Karan,Mehta,EMP0239,17-03-2017,LIBRARIAN,,karan.mehta@school.edu,9000000238,,,M,,,Mathematics,,,,,,,,,,,,,
Isha,Bose,EMP0240,23-04-2017,ADMIN,,isha.bose@school.edu,9000000239,,,F,,,Science,,,,,,,,,,,,,
Amit,Sharma,EMP0241,30-05-2017,TEACHER,,amit.sharma@school.edu,9000000240,,,M,,,English,,,,,,,,,,,,,
Priya,Verma,EMP0242,06-07-2017,HEAD_TEACHER,,priya.verma@school.edu,9000000241,,,F,,,Finance,,,,,,,,,,,,,
Rakesh,Singh,EMP0243,12-08-2017,ACCOUNTANT,,rakesh.singh@school.edu,9000000242,,,M,,,Library,,,,,,,,,,,,,
Ananya,Khan,EMP0244,18-09-2017,LIBRARIAN,,ananya.khan@school.edu,9000000243,,,F,,,Administration,,,,,,,,,,,,,
Sanjay,Gupta,EMP0245,25-10-2017,ADMIN,,sanjay.gupta@school.edu,9000000244,,,M,,,Computer,,,,,,,,,,,,,
Nisha,Patel,EMP0246,01-12-2017,TEACHER,,nisha.patel@school.edu,9000000245,,,F,,,Mathematics,,,,,,,,,,,,,
Vikram,Rao,EMP0247,07-01-2018,HEAD_TEACHER,,vikram.rao@school.edu,9000000246,,,M,,,Science,,,,,,,,,,,,,
Meera,Iyer,EMP0248,13-02-2018,ACCOUNTANT,,meera.iyer@school.edu,9000000247,,,F,,,English,,,,,,,,,,,,,
Karan,Mehta,EMP0249,22-03-2018,LIBRARIAN,,karan.mehta@school.edu,9000000248,,,M,,,Finance,,,,,,,,,,,,,
Isha,Bose,EMP0250,28-04-2018,ADMIN,,isha.bose@school.edu,9000000249,,,F,,,Library,,,,,,,,,,,,,
